"service_id","date","exception_type"
1,20220404,2
1,20220411,2
1,20220418,2
1,20220606,2
1,20220704,2
1,20220711,2
1,20220718,2
1,20220725,2
1,20220801,2
1,20220808,2
1,20221003,2
1,20221010,2
1,20221017,2
1,20221031,2
1,20220405,2
1,20220412,2
1,20220705,2
1,20220712,2
1,20220719,2
1,20220726,2
1,20220802,2
1,20220809,2
1,20221011,2
1,20221018,2
1,20220406,2
1,20220413,2
1,20220706,2
1,20220713,2
1,20220720,2
1,20220727,2
1,20220803,2
1,20220810,2
1,20221012,2
1,20221019,2
1,20220407,2
1,20220414,2
1,20220526,2
1,20220707,2
1,20220714,2
1,20220721,2
1,20220728,2
1,20220804,2
1,20220811,2
1,20221013,2
1,20221020,2
1,20220408,2
1,20220415,2
1,20220527,2
1,20220708,2
1,20220715,2
1,20220722,2
1,20220729,2
1,20220805,2
1,20220812,2
1,20221014,2
1,20221021,2
2,20220418,2
2,20220606,2
2,20221003,2
2,20221031,2
2,20220526,2
2,20220415,2
3,20220418,2
3,20220606,2
3,20221003,2
3,20221031,2
3,20220526,2
3,20220415,2
5,20220418,1
5,20220606,1
5,20221003,1
5,20221031,1
5,20220526,1
5,20220415,1
6,20220418,1
6,20220606,1
6,20221003,1
6,20221031,1
6,20220526,1
6,20220415,1
8,20220404,1
8,20220411,1
8,20220704,1
8,20220711,1
8,20220718,1
8,20220725,1
8,20220801,1
8,20220808,1
8,20221010,1
8,20221017,1
8,20220405,1
8,20220412,1
8,20220705,1
8,20220712,1
8,20220719,1
8,20220726,1
8,20220802,1
8,20220809,1
8,20221011,1
8,20221018,1
8,20220406,1
8,20220413,1
8,20220706,1
8,20220713,1
8,20220720,1
8,20220727,1
8,20220803,1
8,20220810,1
8,20221012,1
8,20221019,1
8,20220407,1
8,20220414,1
8,20220707,1
8,20220714,1
8,20220721,1
8,20220728,1
8,20220804,1
8,20220811,1
8,20221013,1
8,20221020,1
8,20220408,1
8,20220527,1
8,20220708,1
8,20220715,1
8,20220722,1
8,20220729,1
8,20220805,1
8,20220812,1
8,20221014,1
8,20221021,1
9,20220404,1
9,20220411,1
9,20220704,1
9,20220711,1
9,20220718,1
9,20220725,1
9,20220801,1
9,20220808,1
9,20221010,1
9,20221017,1
9,20220405,1
9,20220412,1
9,20220705,1
9,20220712,1
9,20220719,1
9,20220726,1
9,20220802,1
9,20220809,1
9,20221011,1
9,20221018,1
9,20220406,1
9,20220413,1
9,20220706,1
9,20220713,1
9,20220720,1
9,20220727,1
9,20220803,1
9,20220810,1
9,20221012,1
9,20221019,1
9,20220407,1
9,20220414,1
9,20220707,1
9,20220714,1
9,20220721,1
9,20220728,1
9,20220804,1
9,20220811,1
9,20221013,1
9,20221020,1
9,20220408,1
9,20220527,1
9,20220708,1
9,20220715,1
9,20220722,1
9,20220729,1
9,20220805,1
9,20220812,1
9,20221014,1
9,20221021,1
11,20220418,2
11,20220606,2
11,20221003,2
11,20221031,2
11,20220526,2
11,20220415,2
11,20220115,2
12,20220115,1
13,20220418,1
13,20220606,1
13,20221003,1
13,20221031,1
13,20220526,1
13,20220415,1
13,20220116,2
14,20220115,2
15,20220116,1
16,20220117,2
16,20220124,2
16,20220131,2
16,20220207,2
16,20220214,2
16,20220221,2
16,20220228,2
16,20220307,2
16,20220314,2
16,20220321,2
16,20220328,2
16,20220404,2
16,20220411,2
16,20220418,2
16,20220425,2
16,20220502,2
16,20220606,2
16,20221003,2
16,20221031,2
16,20220118,2
16,20220125,2
16,20220201,2
16,20220208,2
16,20220215,2
16,20220222,2
16,20220301,2
16,20220308,2
16,20220315,2
16,20220322,2
16,20220329,2
16,20220405,2
16,20220412,2
16,20220419,2
16,20220426,2
16,20220503,2
16,20220112,2
16,20220119,2
16,20220126,2
16,20220202,2
16,20220209,2
16,20220216,2
16,20220223,2
16,20220302,2
16,20220309,2
16,20220316,2
16,20220323,2
16,20220330,2
16,20220406,2
16,20220413,2
16,20220420,2
16,20220427,2
16,20220504,2
16,20220113,2
16,20220120,2
16,20220127,2
16,20220203,2
16,20220210,2
16,20220217,2
16,20220224,2
16,20220303,2
16,20220310,2
16,20220317,2
16,20220324,2
16,20220331,2
16,20220407,2
16,20220414,2
16,20220421,2
16,20220428,2
16,20220505,2
16,20220526,2
16,20220114,2
16,20220121,2
16,20220128,2
16,20220204,2
16,20220211,2
16,20220218,2
16,20220225,2
16,20220304,2
16,20220311,2
16,20220318,2
16,20220325,2
16,20220401,2
16,20220408,2
16,20220415,2
16,20220422,2
16,20220429,2
16,20220506,2
17,20220117,1
17,20220124,1
17,20220131,1
17,20220207,1
17,20220214,1
17,20220221,1
17,20220228,1
17,20220307,1
17,20220314,1
17,20220321,1
17,20220328,1
17,20220404,1
17,20220411,1
17,20220425,1
17,20220502,1
17,20220118,1
17,20220125,1
17,20220201,1
17,20220208,1
17,20220215,1
17,20220222,1
17,20220301,1
17,20220308,1
17,20220315,1
17,20220322,1
17,20220329,1
17,20220405,1
17,20220412,1
17,20220419,1
17,20220426,1
17,20220503,1
17,20220112,1
17,20220119,1
17,20220126,1
17,20220202,1
17,20220209,1
17,20220216,1
17,20220223,1
17,20220302,1
17,20220309,1
17,20220316,1
17,20220323,1
17,20220330,1
17,20220406,1
17,20220413,1
17,20220420,1
17,20220427,1
17,20220504,1
17,20220113,1
17,20220120,1
17,20220127,1
17,20220203,1
17,20220210,1
17,20220217,1
17,20220224,1
17,20220303,1
17,20220310,1
17,20220317,1
17,20220324,1
17,20220331,1
17,20220407,1
17,20220414,1
17,20220421,1
17,20220428,1
17,20220505,1
17,20220114,1
17,20220121,1
17,20220128,1
17,20220204,1
17,20220211,1
17,20220218,1
17,20220225,1
17,20220304,1
17,20220311,1
17,20220318,1
17,20220325,1
17,20220401,1
17,20220408,1
17,20220422,1
17,20220429,1
17,20220506,1
18,20220525,1
18,20220414,1
18,20220417,1
18,20220605,1
18,20221002,1
18,20221030,1
19,20220117,2
19,20220124,2
19,20220418,2
19,20220606,2
19,20221003,2
19,20221031,2
19,20220118,2
19,20220125,2
19,20220119,2
19,20220126,2
19,20220120,2
19,20220127,2
19,20220526,2
19,20220121,2
19,20220128,2
19,20220415,2
20,20220117,2
20,20220124,2
20,20220418,2
20,20220606,2
20,20221003,2
20,20221031,2
20,20220118,2
20,20220125,2
20,20220119,2
20,20220126,2
20,20220120,2
20,20220127,2
20,20220526,2
20,20220121,2
20,20220128,2
20,20220415,2
20,20220122,2
21,20220418,1
21,20220606,1
21,20221003,1
21,20221031,1
21,20220526,1
21,20220415,1
21,20220123,2
22,20220122,2
23,20220418,1
23,20220606,1
23,20221003,1
23,20221031,1
23,20220526,1
23,20220415,1
23,20220122,2
23,20220123,2
24,20220117,2
24,20220124,2
24,20220118,2
24,20220125,2
24,20220119,2
24,20220126,2
24,20220120,2
24,20220127,2
24,20220121,2
24,20220128,2
24,20220122,2
24,20220123,2
25,20220117,1
25,20220124,1
25,20220118,1
25,20220125,1
25,20220119,1
25,20220126,1
25,20220120,1
25,20220127,1
25,20220121,1
25,20220128,1
26,20220117,1
26,20220124,1
26,20220118,1
26,20220125,1
26,20220119,1
26,20220126,1
26,20220120,1
26,20220127,1
26,20220121,1
26,20220128,1
26,20220122,1
27,20220123,1
28,20220122,1
29,20220117,1
29,20220124,1
29,20220118,1
29,20220125,1
29,20220119,1
29,20220126,1
29,20220120,1
29,20220127,1
29,20220121,1
29,20220128,1
29,20220122,1
29,20220123,1
30,20220122,1
30,20220123,1
31,20220307,2
31,20220314,2
31,20220418,2
31,20220523,2
31,20220606,2
31,20220711,2
31,20220718,2
31,20220725,2
31,20220801,2
31,20220808,2
31,20220815,2
31,20221003,2
31,20221010,2
31,20221017,2
31,20221031,2
31,20220308,2
31,20220315,2
31,20220524,2
31,20220712,2
31,20220719,2
31,20220726,2
31,20220802,2
31,20220809,2
31,20220816,2
31,20221011,2
31,20221018,2
31,20220309,2
31,20220316,2
31,20220525,2
31,20220713,2
31,20220720,2
31,20220727,2
31,20220803,2
31,20220810,2
31,20220817,2
31,20221012,2
31,20221019,2
31,20220310,2
31,20220317,2
31,20220526,2
31,20220707,2
31,20220714,2
31,20220721,2
31,20220728,2
